Year  Day  Hour  Min  BzG     SPE    Den    Ey     AE    SYMh  
2017  214  13    25   -2.75   397    4.85   1.09   106   4     
2017  214  13    30   -3.02   391.5  4.63   1.16   119   2     
2017  214  13    35   -3.03   397.8  5.23   1.21   138   1     
2017  214  13    40   -2.64   389.4  4.92   1.04   148   0     
2017  214  13    45   -2.87   394.6  5.44   1.17   151   1     
2017  214  13    50   -3.2    392.6  5.46   1.26   179   2     
2017  214  13    55   -2.88   396.7  5.58   1.14   181   1     
2017  214  14    0    -4.38   391.3  5.3    1.71   194   2     
2017  214  14    5    -4.72   393.9  5.31   1.61   183   2     
2017  214  14    10   -4.94   389.4  5.17   1.93   322   1     
2017  214  14    15   0.2     396.7  6.63   -0.08  418   1     
2017  214  14    20   -0.21   398.7  6.05   0.08   446   2     
2017  214  14    25   -1.95   396.1  5.86   0.76   546   1     
2017  214  14    30   -1.05   396.8  5.52   0.42   444   1     
2017  214  14    35   -0.56   396    4.87   0.22   405   1     
2017  214  14    40   0.1     397.4  4.55   -0.04  412   1     
2017  214  14    45   0.67    395.9  4.37   -0.25  364   1     
2017  214  14    50   1.06    399.9  4.38   -0.42  420   0     
2017  214  14    55   0.89    398.9  4.13   -0.38  460   0     
2017  214  15    0    0.62    398.5  4.4    -0.21  414   1     
2017  214  15    5    0.89    394.6  4.63   -0.35  411   1     
2017  214  15    10   1.89    385.8  4.21   -0.73  398   -1    
2017  214  15    15   2.4     397.2  3.59   -0.95  347   -2    
2017  214  15    20   2.38    391.6  3.62   -0.93  290   -1    
2017  214  15    25   2.43    391.6  3.82   -0.95  260   -1    
2017  214  15    30   1.97    394.6  4.62   -0.78  293   0     
2017  214  15    35   1.27    389.8  4.1    -0.49  213   0     
2017  214  15    40   2.56    386.4  3.79   -0.99  138   -1    
2017  214  15    45   1.67    387.7  3.81   -0.65  128   -1    
2017  214  15    50   1.59    396.2  3.3    -0.63  123   -1    
2017  214  15    55   1.86    394.8  3.44   -0.74  86    0     
2017  214  16    0    1.58    395.2  3.18   -0.63  65    0     
2017  214  16    5    1.9     396.5  3.22   -0.75  56    0     
2017  214  16    10   1.8     399    3.3    -0.72  30    1     
2017  214  16    15   1.67    399.7  3.21   -0.67  58    2     
2017  214  16    20   1.95    393    3.35   -0.74  58    2     
2017  214  16    25   2.45    385.7  3.3    -0.93  58    2     
2017  214  16    30   3.08    385.2  3.42   -1.31  59    3     
2017  214  16    35   3.49    393.9  3.43   -1.31  61    3     
2017  214  16    40   2.64    388.4  3.75   -0.93  50    4     
2017  214  16    45   1.68    386.7  3.87   -0.68  43    6     
2017  214  16    50   1.07    385.7  4      -0.42  43    5     
2017  214  16    55   1.55    380.8  3.78   -0.59  44    5     
2017  214  17    0    1       381.5  3.92   -0.38  57    5     
2017  214  17    5    0.76    381.9  3.62   -0.29  54    6     
2017  214  17    10   0.08    384.1  3.9    -0.07  61    8     
2017  214  17    15   0.51    386.6  3.9    -0.24  74    7     
2017  214  17    20   0.72    388.7  3.88   -0.25  56    8     
2017  214  17    25   0.15    386.8  4.1    -0.09  69    8     
2017  214  17    30   -0.13   386.3  4.21   0.05   70    NaN   
2017  214  17    35   -0.02   387.6  4.12   0.03   60    NaN   
2017  214  17    40   0.03    389.3  4.29   -0.01  53    10    
2017  214  17    45   -0.09   389.4  4.2    0.03   79    10    
2017  214  17    50   0.22    388.4  4.14   -0.11  109   10    
2017  214  17    55   NaN     387.4  4.39   -0.1   117   11    
2017  214  18    0    0.05    387.6  4.49   0.12   91    11    
2017  214  18    5    -0.96   387.4  3.87   0.37   101   11    
2017  214  18    10   -1.5    384.5  4.03   0.57   71    11    
2017  214  18    15   -1.26   387.9  4.06   0.49   55    11    
2017  214  18    20   -1      388.8  4.24   0.4    74    11    
2017  214  18    25   -0.98   393.8  4.28   0.39   89    11    
2017  214  18    30   -0.99   384.4  4.14   0.38   89    10    
2017  214  18    35   -0.48   385.3  4.51   0.19   50    10    
2017  214  18    40   -1.34   388.9  4.64   0.51   29    10    
2017  214  18    45   -0.24   384.9  3.44   NaN    51    11    
2017  214  18    50   0.22    NaN    NaN    NaN    42    10    
2017  214  18    55   0.4     NaN    NaN    NaN    45    10    
2017  214  19    0    0.32    NaN    NaN    NaN    46    NaN   
2017  214  19    5    0.39    NaN    NaN    NaN    45    NaN   
2017  214  19    10   0.3     396.6  3.46   -0.1   50    NaN   
2017  214  19    15   0.11    398.3  4.5    0.2    52    NaN   
2017  214  19    20   -0.25   392.5  4.63   0.1    54    NaN   
2017  214  19    25   -0.49   379.3  4.42   0.19   72    NaN   
2017  214  19    30   -0.89   392    4.73   0.35   65    8     
2017  214  19    35   -0.53   395.1  4.86   0.21   54    8     
2017  214  19    40   -0.29   390.5  5.21   0.11   64    8     
2017  214  19    45   0.17    385.8  5.18   -0.07  101   8     
2017  214  19    50   0.7     380.9  5.21   -0.26  107   8     
2017  214  19    55   0.55    380.2  5.5    -0.21  115   7     
2017  214  20    0    NaN     377.5  4.78   -0.38  120   7     
2017  214  20    5    1.08    363.2  5.35   -0.38  130   6     
2017  214  20    10   0.91    362.3  5.3    -0.34  128   6     
2017  214  20    15   0.72    363.9  4.64   -0.26  126   6     
2017  214  20    20   0.63    370.9  4.61   -0.23  121   5     
2017  214  20    25   0.61    370.2  4.47   -0.23  121   5     
2017  214  20    30   0.26    368.2  4.71   -0.1   115   4     
2017  214  20    35   0.27    373    4.8    -0.1   116   4     
2017  214  20    40   0.61    369.3  4.63   -0.29  105   1     
2017  214  20    45   0.24    371.7  4.6    -0.09  116   1     
2017  214  20    50   0       372.6  4.63   -0.01  83    1     
2017  214  20    55   -0.2    374.5  4.26   -0.1   85    2     
2017  214  21    0    0.33    367.6  4.15   -0.11  86    1     
2017  214  21    5    0.72    364    3.97   -0.26  76    1     
2017  214  21    10   0.66    363.4  3.99   -0.24  81    -1    
2017  214  21    15   1.11    365.3  3.66   -0.41  87    -2    
2017  214  21    20   1.25    364.6  3.78   -0.46  NaN   -1    
2017  214  21    25   1.13    364.1  3.82   -0.41  NaN   -1    
2017  214  21    30   1.13    364    4.03   -0.41  98    -1    
2017  214  21    35   1.41    362.3  4.04   -0.51  98    -1    
2017  214  21    40   1.32    358.2  3.56   -0.47  95    -1    
2017  214  21    45   0.92    358.2  3.48   -0.37  NaN   -1    
2017  214  21    50   0.81    361.1  3.37   -0.3   69    -1    
2017  214  21    55   0.68    359.6  3.56   -0.24  67    -1    
2017  214  22    0    0.61    361.5  3.51   -0.22  75    0     
2017  214  22    5    -0.04   364.1  3.87   0.02   76    0     
2017  214  22    10   -0.04   362.9  3.92   0.01   87    2     
2017  214  22    15   0.23    362.2  3.73   -0.08  92    1     
2017  214  22    20   0.03    361.8  3.67   -0.01  122   1     
2017  214  22    25   0.01    361.5  3.91   -0.01  147   2     
2017  214  22    30   0.3     359.1  3.64   -0.11  157   2     
2017  214  22    35   0.47    359.1  3.7    -0.17  157   2     
2017  214  22    40   0.26    358.8  3.75   -0.09  155   2     
2017  214  22    45   0.47    356.1  3.8    -0.17  149   2     
2017  214  22    50   0.11    357.2  3.55   -0.04  153   2     
2017  214  22    55   0.89    357.6  4.95   -0.32  142   3     
2017  214  23    0    1.11    356    5.28   -0.39  147   4     
2017  214  23    5    0.86    355.8  4.81   -0.31  163   5     
2017  214  23    10   0.52    355.9  4.91   -0.19  152   5     
2017  214  23    15   0.47    357    4.51   -0.17  125   5     
2017  214  23    20   0.29    355.6  4.79   -0.1   113   5     
2017  214  23    25   0.44    355.5  4.88   -0.16  112   5     
2017  214  23    30   0.17    356.8  4.94   -0.06  107   5     
2017  214  23    35   0.14    357.4  4.89   -0.05  105   5     
2017  214  23    40   0.28    355.1  5.04   -0.1   96    5     
2017  214  23    45   0.37    353.8  4.81   -0.13  74    5     
2017  214  23    50   0.54    355.8  4.33   -0.19  62    5     
2017  214  23    55   0.64    354.7  4.39   -0.23  68    5     
2017  215  0     0    1.05    354.2  4.58   -0.37  49    4     
2017  215  0     5    0.48    353.7  4.85   -0.17  48    5     
2017  215  0     10   0.3     354.3  4.84   -0.11  49    5     
2017  215  0     15   0.25    354.4  4.56   -0.09  46    5     
2017  215  0     20   0.31    354.3  4.72   -0.11  42    5     
2017  215  0     25   0.07    353.5  4.57   -0.02  38    5     
2017  215  0     30   0.08    353.8  4.56   -0.03  38    5     
2017  215  0     35   -0.21   353.8  4.29   0.08   39    5     
2017  215  0     40   -0.05   352.5  4.2    0.01   42    5     
2017  215  0     45   -0.18   352.2  4.05   0.06   44    6     
2017  215  0     50   -0.47   352.2  4.5    0.22   43    6     
2017  215  0     55   -0.69   355.9  4.47   0.25   41    6     
2017  215  1     0    -0.78   354.5  3.92   0.27   43    6     
2017  215  1     5    -1.98   358.1  4.34   0.64   49    6     
2017  215  1     10   -2.55   363.4  3.81   0.93   49    6     
2017  215  1     15   -2.04   362.5  3.8    0.74   51    7     
2017  215  1     20   -1.89   NaN    NaN    NaN    58    7     
2017  215  1     25   -1.89   NaN    NaN    NaN    66    7     
2017  215  1     30   -1.79   363.2  4.03   0.65   65    6     
2017  215  1     35   -0.41   351    4.9    -0.05  60    6     
2017  215  1     40   -0.1    347.2  4.63   0.03   58    6     
2017  215  1     45   -0.98   352.8  4.41   0.35   62    6     
2017  215  1     50   -0.38   355.3  4.04   0.14   62    6     
2017  215  1     55   -0.36   350.5  4.39   NaN    60    5     
2017  215  2     0    -0.45   346.3  4.34   0.12   59    5     
2017  215  2     5    -0.5    344.8  4.33   0.18   55    5     
2017  215  2     10   -0.73   348.2  4.67   0.28   53    5     
2017  215  2     15   -0.74   347.9  4.83   0.21   53    5     
2017  215  2     20   -0.75   348.7  4.57   0.25   53    5     
2017  215  2     25   -0.54   350.1  4.65   0.19   50    5     
2017  215  2     30   -0.77   352.6  3.82   0.27   50    5     
2017  215  2     35   -1.07   353    3.85   0.38   51    4     
2017  215  2     40   -0.77   353.3  3.64   0.28   51    4     
2017  215  2     45   -1.08   353.9  3.52   0.37   53    4     
2017  215  2     50   -1.26   355    3.65   0.45   54    3     
2017  215  2     55   -1.38   354.6  3.92   0.49   54    3     
2017  215  3     0    -1.17   352    4.04   0.42   53    3     
2017  215  3     5    -1.03   349.1  4.2    0.33   56    3     
2017  215  3     10   -1.31   NaN    NaN    NaN    59    3     
2017  215  3     15   -1.1    357.5  3.88   NaN    59    4     
2017  215  3     20   -0.64   355.3  3.61   0.23   59    4     
2017  215  3     25   -0.3    352.5  3.66   0.04   55    4     
2017  215  3     30   -0.23   350.6  3.61   0.04   56    3     
2017  215  3     35   0.41    345.6  3.59   -0.14  55    3     
2017  215  3     40   0.2     345.6  3.74   -0.07  62    3     
2017  215  3     45   0.31    347.2  4.08   -0.12  86    4     
2017  215  3     50   0.51    339.2  4.48   -0.26  104   4     
2017  215  3     55   0.58    344.3  4.03   -0.2   NaN   3     
2017  215  4     0    -0.18   355.1  4.16   0.21   87    3     
2017  215  4     5    -0.37   358.8  4.6    0.13   89    3     
2017  215  4     10   1.36    NaN    NaN    NaN    100   2     
2017  215  4     15   1.41    347.7  4.29   -0.49  118   2     
2017  215  4     20   1.3     347.8  4.31   -0.45  111   2     
2017  215  4     25   1.3     345.6  4.61   -0.47  106   2     
2017  215  4     30   1.16    347.2  4.57   -0.41  97    1     
2017  215  4     35   1.21    347.1  4.54   -0.42  NaN   1     
2017  215  4     40   1.16    346.9  4.43   -0.4   79    1     
2017  215  4     45   0.86    347    4.46   -0.3   75    1     
2017  215  4     50   0.8     346.3  4.52   -0.27  69    2     
2017  215  4     55   1.05    346.7  4.42   -0.35  59    2     
2017  215  5     0    0.38    347.6  4.42   -0.13  61    2     
2017  215  5     5    -0.64   345.7  4.17   0.22   47    3     
2017  215  5     10   -1.46   343.4  3.64   0.5    54    3     
2017  215  5     15   -1.01   339.8  3.95   0.34   51    3     
2017  215  5     20   -0.92   340    3.7    0.31   46    4     
2017  215  5     25   -0.72   340.9  4.1    0.24   52    3     
2017  215  5     30   -0.59   341.1  3.68   0.2    56    3     
2017  215  5     35   -0.58   342.5  3.59   0.27   55    4     
2017  215  5     40   -0.7    342.2  3.78   0.36   47    4     
2017  215  5     45   -0.28   342.2  3.78   0.18   46    4     
2017  215  5     50   -0.89   344.8  3.6    0.29   51    4     
2017  215  5     55   -0.36   345.9  4.19   0.22   52    5     
2017  215  6     0    -0.16   345.2  4.38   0.06   55    5     
2017  215  6     5    -0.18   345.2  4.38   0.05   52    5     
2017  215  6     10   -0.79   NaN    NaN    NaN    55    4     
2017  215  6     15   -0.93   345.7  4.21   0.32   57    4     
2017  215  6     20   -0.99   349.3  3.67   0.35   59    4     
2017  215  6     25   -0.51   344    3.97   0.18   54    5     
2017  215  6     30   0.57    346.7  4.13   -0.2   51    5     
2017  215  6     35   0.43    343.8  4.6    -0.15  48    6     
2017  215  6     40   0.61    345.3  4.68   -0.21  51    6     
2017  215  6     45   -0.24   344    4.19   0.08   42    7     
2017  215  6     50   -0.16   343.8  4.29   0.06   39    6     
2017  215  6     55   -0.11   345    4.35   0.04   46    6     
2017  215  7     0    -0.3    343.1  4.92   0.06   53    6     
2017  215  7     5    -0.97   342.3  4.38   0.46   60    6     
2017  215  7     10   -0.77   343.2  4.55   0.21   60    6     
2017  215  7     15   0.54    344.5  5.02   -0.19  59    5     
2017  215  7     20   0.35    344.5  4.72   -0.12  60    5     
2017  215  7     25   1.06    347.4  5.04   -0.37  60    5     
2017  215  7     30   0.87    344.8  5.27   -0.33  59    5     
2017  215  7     35   0.65    346.3  4.87   -0.22  59    5     
2017  215  7     40   1.19    350.9  4.13   -0.39  55    4     
2017  215  7     45   0.91    352    4.07   -0.32  57    4     
2017  215  7     50   0.98    358    4.27   -0.33  52    4     
2017  215  7     55   0.87    358.8  4.08   -0.32  60    5     
2017  215  8     0    0.74    358.4  4.05   -0.28  72    5     
2017  215  8     5    0.7     346.7  3.77   -0.24  74    5     
2017  215  8     10   1.03    343.1  3.93   -0.36  77    5     
2017  215  8     15   1.05    342.1  3.87   -0.36  82    5     
2017  215  8     20   0.42    348.5  4.08   -0.14  73    5     
2017  215  8     25   1.06    342.8  4.12   -0.36  76    6     
2017  215  8     30   1.42    343.5  3.8    -0.5   74    5     
2017  215  8     35   1.25    344.1  3.91   -0.44  67    5     
2017  215  8     40   1.28    343.9  4.17   -0.44  67    4     
2017  215  8     45   1.45    343.6  4.33   -0.5   68    5     
2017  215  8     50   1.25    343.2  4.09   -0.43  84    5     
2017  215  8     55   0.61    345.7  4.62   -0.21  98    5     
2017  215  NaN   0    -0.39   347.5  5.41   0.14   100   5     
2017  215  NaN   5    0.39    348.1  5      -0.13  97    5     
2017  215  NaN   10   0.31    344.7  4.65   -0.08  80    6     
2017  215  NaN   15   -0.1    346.5  4.94   0.04   75    7     
2017  215  NaN   20   -0.12   346.5  4.89   0      84    NaN   
2017  215  NaN   25   -0.31   346.9  4.88   0.11   77    8     
2017  215  NaN   30   -0.4    348.7  4.83   0.15   71    8     
2017  215  NaN   35   -0.42   349.1  5.04   0.16   71    8     
2017  215  NaN   40   0.13    343.1  5.05   -0.1   76    7     
2017  215  NaN   45   1.26    338.7  5.1    -0.43  75    7     
2017  215  NaN   50   1.34    336    5.28   -0.45  82    7     
2017  215  NaN   55   1.58    337    4.87   -0.53  92    7     
2017  215  10    0    1.44    337.6  4.74   -0.49  95    6     
2017  215  10    5    1.29    338.7  4.41   -0.44  86    6     
2017  215  10    10   1.45    339.6  4.25   -0.49  85    5     
2017  215  10    15   1.49    338.5  4.39   -0.51  78    5     
2017  215  10    20   1.3     338.5  4.02   -0.46  76    6     
2017  215  10    25   0.49    341.2  4.65   -0.17  64    7     
2017  215  10    30   1.54    339.5  4.83   -0.53  72    7     
